StockCode,description,current_price,recommended_price,price_change_gbp,price_change_pct,price_elasticity,num_orders,annual_revenue,total_revenue_lift,pricing_action,implementation_priority
90214N,"LETTER ""N"" BLING KEY RING",0.8416666666666667,0.7995833333333333,-0.04208333333333336,-5.000000000000003,-0.4670286200249445,24,29.23,-0.9306055740538692,Decrease Price,Low Volume
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",0.6629629629629629,0.6298148148148147,-0.03314814814814815,-5.000000000000001,-0.8235054896694041,27,80.46,-1.0395992614782603,Decrease Price,Low Volume
90086,CRYSTAL FROG PHONE CHARM,1.5003571428571427,1.4253392857142855,-0.07501785714285725,-5.000000000000007,-0.853848371308033,28,77.78999999999999,-1.14296314260395,Decrease Price,Low Volume
90214G,"LETTER ""G"" BLING KEY RING",0.8353333333333333,0.7935666666666665,-0.04176666666666673,-5.000000000000008,-0.5070642399654325,30,40.2,-1.2513624916487531,Decrease Price,Low Volume
90209B,GREEN ENAMEL+GLASS HAIR COMB,2.074464285714285,1.9707410714285707,-0.1037232142857143,-5.000000000000003,-0.9307531739925098,54,357.74,-1.312117815137528,Decrease Price,Low Volume
90214H,"LETTER ""H"" BLING KEY RING",0.8546666666666667,0.8119333333333333,-0.0427333333333334,-5.000000000000008,-0.3226018194558429,30,36.76,-1.4009398019804165,Decrease Price,Low Volume
84251G,"GREETING CARD, OVERCROWDED POOL.",0.4033962264150943,0.3832264150943396,-0.020169811320754738,-5.000000000000006,-0.7399590204179592,53,74.7,-1.443127868916331,Decrease Price,Low Volume
23455,SMALL PARLOUR PICTURE FRAME,2.867777777777778,2.724388888888889,-0.143388888888889,-5.0000000000000036,-0.948757822628708,35,569.4300000000001,-1.5149522073862443,Decrease Price,Low Volume
90214D,"LETTER ""D"" BLING KEY RING",0.865625,0.8223437499999999,-0.04328125000000005,-5.000000000000006,-0.463962882189411,32,49.9,-1.5963839496223855,Decrease Price,Low Volume
84251B,"GREETING CARD, STICKY GORDON",0.4315094339622641,0.40993396226415085,-0.021575471698113247,-5.00000000000001,-0.6855665698422821,53,70.78,-1.6914071863336817,Decrease Price,Low Volume
84251C,"GREETING CARD, TWO SISTERS.",0.5189999999999999,0.4930499999999999,-0.02595000000000003,-5.000000000000006,-0.4732488915271565,40,53.88,-1.7570466098723347,Decrease Price,Low Volume
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,1.5844776119402983,1.5052537313432834,-0.0792238805970149,-5.0,-0.9273480434649336,67,265.77,-1.7975662009251643,Decrease Price,Low Volume
90214E,"LETTER ""E"" BLING KEY RING",0.8506666666666667,0.8081333333333333,-0.04253333333333342,-5.000000000000011,-0.3842007568403712,30,53.2,-1.904367740558881,Decrease Price,Low Volume
90214L,"LETTER ""L"" BLING KEY RING",0.8386486486486486,0.7967162162162161,-0.0419324324324325,-5.000000000000008,-0.4917600652204513,37,65.03999999999999,-2.0285639628391468,Decrease Price,Low Volume
90214M,"LETTER ""M"" BLING KEY RING",0.8742857142857143,0.8305714285714286,-0.043714285714285706,-4.999999999999999,-0.2122843384521891,28,49.82,-2.0772583559262277,Decrease Price,Low Volume
21089,SET/6 GREEN SPRING PAPER CUPS,0.2844,0.27018,-0.01422000000000001,-5.0000000000000036,-0.3782139039235814,25,48.99,-2.0800795436647257,Decrease Price,Low Volume
90214J,"LETTER ""J"" BLING KEY RING",0.8602439024390243,0.8172317073170731,-0.0430121951219512,-4.999999999999999,-0.3136858643863362,41,57.21,-2.1127183850792814,Decrease Price,Low Volume
90214K,"LETTER ""K"" BLING KEY RING",0.8915789473684211,0.8470000000000001,-0.04457894736842105,-5.0,-0.3599866448050157,38,60.7,-2.245923419938566,Decrease Price,Low Volume
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,0.41625,0.3954375,-0.02081250000000001,-5.000000000000003,-0.8750671820731165,55,395.1,-2.282699774750614,Decrease Price,Low Volume
90013C,GREEN VINTAGE EARRINGS ,4.115357142857143,3.909589285714286,-0.2057678571428574,-5.000000000000005,-0.6873261558717632,28,158.08,-2.5535614615904976,Decrease Price,Low Volume
22104,MIRROR MOSAIC CANDLE PLATE,1.58,1.501,-0.07900000000000018,-5.0000000000000115,-0.8859517745321882,59,343.71,-2.6541717827723605,Decrease Price,Low Volume
90214S,"LETTER ""S"" BLING KEY RING",0.8251219512195122,0.7838658536585366,-0.04125609756097559,-4.999999999999998,-0.3043656793304945,41,71.0,-2.718707683535153,Decrease Price,Low Volume
79190D,RETRO PLASTIC DAISY TRAY,0.6136170212765958,0.582936170212766,-0.030680851063829784,-4.999999999999999,-0.670137658674291,47,126.98,-2.7281466440753053,Decrease Price,Low Volume
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,0.7746153846153846,0.7358846153846154,-0.038730769230769235,-5.000000000000001,-0.5364394172288195,51,98.54,-2.731231271551338,Decrease Price,Low Volume
84231,EASTER BUNNY WITH BASKET ON BACK,0.7271428571428571,0.6907857142857142,-0.036357142857142866,-5.000000000000002,-0.272663602253587,20,72.63,-2.7388867997486166,Decrease Price,Low Volume
20980,36 PENCILS TUBE POSY,1.061,1.00795,-0.05305000000000004,-5.000000000000004,-0.3489508936469669,20,76.91,-2.752868598386904,Decrease Price,Low Volume
21587,COSY HOUR GIANT TUBE MATCHES,2.535,2.4082500000000002,-0.12674999999999992,-4.9999999999999964,-0.8686937630954005,26,480.75,-2.9052301156725733,Decrease Price,Low Volume
90116,FRUIT SALAD BAG CHARM,2.4153333333333333,2.2945666666666664,-0.12076666666666691,-5.00000000000001,-0.6259709601461784,45,145.52,-2.9374035521943176,Decrease Price,Low Volume
71101E,STANDING FAIRY POLE SUPPORT ,0.8330434782608696,0.791391304347826,-0.041652173913043544,-5.000000000000008,-0.7914374831717582,22,280.2,-2.9506498145325075,Decrease Price,Low Volume
47422,ASSORTED MONKEY SUCTION CUP HOOK,0.4168965517241379,0.396051724137931,-0.020844827586206927,-5.000000000000007,-0.7247286105954233,45,261.3,-2.961319408857177,Decrease Price,Low Volume
23476,WOODLAND LARGE RED FELT HEART,1.4700000000000002,1.3965,-0.07350000000000012,-5.000000000000007,-0.8025377938836309,22,264.72,-3.036814448987517,Decrease Price,Low Volume
23456,MEDIUM PARLOUR PICTURE FRAME ,4.116666666666667,3.9108333333333336,-0.20583333333333353,-5.000000000000004,-0.9085234955898234,36,634.1,-3.044769766673369,Decrease Price,Low Volume
22871,NUMBER TILE COTTAGE GARDEN 3 ,3.258,3.0951,-0.16290000000000004,-5.000000000000002,-0.7248565358863479,25,163.35,-3.059036639032131,Decrease Price,Low Volume
21946,PARTY TIME DESIGN FLANNEL,1.0136,0.96292,-0.05068000000000006,-5.000000000000005,-0.3013803230955142,25,75.35,-3.0683742716650864,Decrease Price,Low Volume
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,2.4429268292682926,2.320780487804878,-0.12214634146341474,-5.000000000000004,-0.7951886436201799,41,215.68,-3.089094712976757,Decrease Price,Low Volume
16168M,FUNKY MONKEY GIFT BAG MEDIUM,0.6314634146341463,0.599890243902439,-0.0315731707317074,-5.000000000000013,-0.7406595838385271,41,173.12,-3.095761659482479,Decrease Price,Low Volume
21400,RED PUDDING SPOON,0.2506944444444444,0.23815972222222215,-0.012534722222222239,-5.000000000000008,-0.7209831646596647,72,128.63,-3.138394845146081,Decrease Price,Low Volume
22407,MONEY BOX FIRST ADE DESIGN,1.278,1.2141,-0.06390000000000007,-5.000000000000005,-0.4617576764696225,24,100.53,-3.173824244240187,Decrease Price,Low Volume
79144B,PAINTED LIGHTBULB STAR+ MOON,0.7077777777777777,0.6723888888888888,-0.035388888888888914,-5.0000000000000036,-0.4907785590227798,53,103.65,-3.2416447476040737,Decrease Price,Low Volume
84595E,LARGE TORTILLA DESIGN RED BOWL,2.7563636363636363,2.6185454545454543,-0.13781818181818206,-5.000000000000009,-0.7029340910240869,22,154.68,-3.2511719983084895,Decrease Price,Low Volume
17084N,FAIRY DREAMS INCENSE ,0.3538613861386139,0.3361683168316832,-0.01769306930693071,-5.0000000000000036,-0.8557304192710541,101,313.31,-3.297689026121671,Decrease Price,Medium Volume
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,2.119705882352941,2.013720588235294,-0.10598529411764712,-5.000000000000003,-0.7845278978843517,34,217.89,-3.3083986183968612,Decrease Price,Low Volume
21226,POCKET MIRROR WOODLAND,0.93,0.8835,-0.0465000000000001,-5.00000000000001,-0.2094636537115058,20,81.8,-3.308480213456937,Decrease Price,Low Volume
84989a,75 GREEN FAIRY CAKE CASES,2.086,1.9816999999999998,-0.10430000000000006,-5.000000000000003,-0.2489256503794084,25,87.51,-3.311069986132942,Decrease Price,Low Volume
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,3.2627272727272727,3.099590909090909,-0.16313636363636386,-5.000000000000006,-0.4050112731087817,22,97.13,-3.4324790907059857,Decrease Price,Low Volume
22868,NUMBER TILE COTTAGE GARDEN 0 ,2.988095238095238,2.838690476190476,-0.14940476190476204,-5.000000000000004,-0.6219095874432,20,146.6,-3.498137922676605,Decrease Price,Low Volume
84531A,PINK KNITTED EGG COSY,0.6940000000000001,0.6593,-0.034700000000000064,-5.000000000000009,-0.2946419225471046,29,76.69,-3.504217507378226,Decrease Price,Low Volume
85230E,STRAWBRY SCENTED VOTIVE CANDLE,0.2666666666666666,0.25333333333333324,-0.013333333333333364,-5.000000000000012,-0.7640994960681573,24,267.45,-3.5311865049928883,Decrease Price,Low Volume
22888,NUMBER TILE VINTAGE FONT 9 ,3.1642857142857146,3.0060714285714285,-0.15821428571428608,-5.0000000000000115,-0.7107564433570642,21,124.98,-3.5415705728730664,Decrease Price,Low Volume
21722,SWEET PUDDING STICKER SHEET,1.1297222222222223,1.073236111111111,-0.05648611111111124,-5.000000000000011,-0.3655905954155244,36,95.53,-3.5447118511954976,Decrease Price,Low Volume
35833P,4 PINK FLOCK CHRISTMAS BALLS,2.25,2.1374999999999997,-0.11250000000000027,-5.000000000000012,-0.3434050470087814,22,89.72,-3.5637952240507413,Decrease Price,Low Volume
22876,NUMBER TILE COTTAGE GARDEN 8,2.943,2.7958499999999997,-0.14715000000000034,-5.0000000000000115,-0.6063393473458213,20,138.81,-3.5886029215821935,Decrease Price,Low Volume
84247G,"DECOUPAGE,GREETING CARD,",0.5371874999999999,0.5103281249999999,-0.02685937500000002,-5.000000000000004,-0.6243010005061167,32,158.63,-3.6603014730050916,Decrease Price,Low Volume
22878,NUMBER TILE COTTAGE GARDEN No,3.453333333333333,3.2806666666666664,-0.17266666666666675,-5.000000000000003,-0.7222935796940019,33,204.19,-3.6631676933418555,Decrease Price,Low Volume
21678,PAISLEY PATTERN  STICKERS,1.0071875,0.9568281249999998,-0.050359375000000095,-5.00000000000001,-0.3864660766788372,32,111.86,-3.900351731959887,Decrease Price,Low Volume
22874,NUMBER TILE COTTAGE GARDEN 6,2.944545454545455,2.797318181818182,-0.14722727272727276,-5.000000000000001,-0.5777197954188409,21,150.81,-3.914664967366086,Decrease Price,Low Volume
20657,TROPICAL LUGGAGE TAG,1.720909090909091,1.6348636363636364,-0.08604545454545454,-5.0,-0.3763770539211806,33,105.91,-3.954904024179802,Decrease Price,Low Volume
21458,2 PICTURE BOOK EGGS EASTER BUNNY,1.8213888888888887,1.7303194444444443,-0.09106944444444443,-5.0,-0.7623356482899852,36,256.54,-4.016559878038294,Decrease Price,Low Volume
84507B,STRIPES DESIGN MONKEY DOLL,3.4263636363636363,3.255045454545454,-0.17131818181818215,-5.00000000000001,-0.4045612792701433,22,118.73,-4.019578282859994,Decrease Price,Low Volume
84531B,BLUE KNITTED EGG COSY,0.743103448275862,0.7059482758620689,-0.03715517241379318,-5.000000000000011,-0.2853414561059675,28,87.56,-4.02863015803519,Decrease Price,Low Volume
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,0.9892857142857142,0.9398214285714285,-0.04946428571428574,-5.000000000000003,-0.3055763004375975,26,113.41,-4.082387567239595,Decrease Price,Low Volume
17091A,LAVENDER INCENSE IN TIN,0.7815384615384615,0.7424615384615384,-0.03907692307692312,-5.000000000000006,-0.3734136939688303,25,99.29,-4.088147959459065,Decrease Price,Low Volume
21279,VINTAGE KITCHEN PRINT FRUITS,3.997241379310344,3.7973793103448266,-0.19986206896551728,-5.000000000000003,-0.7578436906099691,29,266.15,-4.194124224639603,Decrease Price,Low Volume
90161A,ANT COPPER RED BOUDICCA BRACELET,5.002857142857143,4.752714285714285,-0.25014285714285744,-5.000000000000006,-0.2864632982209447,21,119.91,-4.315021659246924,Decrease Price,Low Volume
23151,ZINC SWEETHEART SOAP DISH,2.250909090909091,2.1383636363636365,-0.1125454545454545,-4.999999999999998,-0.3522800357221903,21,116.82,-4.353110346882929,Decrease Price,Low Volume
85230B,CINNAMON SCENTED VOTIVE CANDLE,0.2776923076923077,0.2638076923076923,-0.013884615384615384,-5.0,-0.7597394221910252,39,333.2,-4.380760408593668,Decrease Price,Low Volume
35819B,"ACRYLIC HANGING JEWEL,BLUE",0.5251724137931034,0.49891379310344824,-0.026258620689655177,-5.000000000000001,-0.2490112080431486,24,106.81,-4.434402918194536,Decrease Price,Low Volume
84685,BEACH HUT KEY CABINET,5.938571428571429,5.641642857142857,-0.29692857142857143,-5.0,-0.5663493223455408,21,177.33,-4.441609673869813,Decrease Price,Low Volume
23019,SMALL APOTHECARY MEASURING JAR ,8.078571428571427,7.674642857142856,-0.40392857142857164,-5.000000000000003,-0.8668047782258691,28,629.05,-4.455394009255869,Decrease Price,Low Volume
23694,PAISLEY PARK CARD,0.5885365853658536,0.559109756097561,-0.029426829268292654,-4.999999999999996,-0.6029705422122755,41,165.08,-4.460976611209038,Decrease Price,Low Volume
22887,NUMBER TILE VINTAGE FONT 8,2.967391304347826,2.819021739130435,-0.1483695652173913,-5.0,-0.6177735527814755,23,126.78,-4.493661878716866,Decrease Price,Low Volume
22023,EMPIRE BIRTHDAY CARD,0.5986486486486486,0.5687162162162162,-0.029932432432432488,-5.000000000000009,-0.8759169697761581,146,543.76,-4.563542410259146,Decrease Price,Medium Volume
85230G,ORANGE VOTIVE CANDLE,0.2708,0.25726,-0.013539999999999996,-4.999999999999999,-0.6782193169762143,25,257.04,-4.574775562504474,Decrease Price,Low Volume
22873,NUMBER TILE COTTAGE GARDEN 5,3.0461538461538464,2.893846153846154,-0.15230769230769248,-5.000000000000005,-0.5003463626512591,26,145.5,-4.624655379648791,Decrease Price,Low Volume
22872,NUMBER TILE COTTAGE GARDEN 4,3.1853333333333333,3.0260666666666665,-0.1592666666666669,-5.000000000000007,-0.6005481692774162,30,177.46,-4.651262125228124,Decrease Price,Low Volume
85129B,BEADED CRYSTAL HEART GREEN SMALL,1.912258064516129,1.8166451612903223,-0.09561290322580662,-5.000000000000009,-0.5926403332021641,31,168.59,-4.705466983316808,Decrease Price,Low Volume
90019A,SILVER M.O.P ORBIT BRACELET,5.245555555555556,4.9832777777777775,-0.2622777777777783,-5.000000000000009,-0.5320606421580794,27,197.09,-4.727414462349913,Decrease Price,Low Volume
10080,GROOVY CACTUS INFLATABLE,0.4109090909090909,0.3903636363636363,-0.02054545454545459,-5.000000000000011,-0.2369605050561855,22,119.09,-4.778865678446445,Decrease Price,Low Volume
22875,NUMBER TILE COTTAGE GARDEN 7,2.9124,2.76678,-0.14562000000000008,-5.000000000000003,-0.4854900846981183,25,149.09,-4.77889846969517,Decrease Price,Low Volume
22408,MONEY BOX CONFECTIONERY DESIGN,1.4883333333333333,1.4139166666666665,-0.0744166666666668,-5.000000000000009,-0.5498858492750102,29,163.69,-4.79412388793145,Decrease Price,Low Volume
22033,BOTANICAL ROSE GREETING CARD,0.4386363636363636,0.4167045454545454,-0.02193181818181822,-5.000000000000009,-0.3502472061016891,22,141.95,-4.845362868854169,Decrease Price,Low Volume
21457,2 PICTURE BOOK EGGS EASTER DUCKS,1.6856,1.6013199999999999,-0.08428000000000013,-5.000000000000008,-0.5362164047776662,25,165.89,-4.913565062904945,Decrease Price,Low Volume
21032,SPACE CADET WHITE,1.3774193548387097,1.3085483870967742,-0.06887096774193546,-4.999999999999998,-0.2517644447235991,30,119.03,-4.918621585475869,Decrease Price,Low Volume
20869,GOLD FABRIC MIRROR,0.716,0.6801999999999999,-0.035800000000000054,-5.000000000000008,-0.2070021608724943,29,86.76,-4.965834482371848,Decrease Price,Low Volume
35921,EASTER BUNNY HANGING GARLAND,3.0243478260869567,2.8731304347826088,-0.15121739130434797,-5.000000000000004,-0.5227947006608488,23,133.23,-4.972813090787639,Decrease Price,Low Volume
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,1.8419607843137251,1.7498627450980389,-0.09209803921568627,-5.0,-0.7053542400473239,50,254.33,-4.984035541517651,Decrease Price,Low Volume
23475,WOODLAND SMALL PINK FELT HEART,0.959032258064516,0.9110806451612902,-0.047951612903225804,-5.0,-0.6407146900559478,31,242.18,-5.0084536302937135,Decrease Price,Low Volume
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,2.0316666666666667,1.9300833333333334,-0.10158333333333336,-5.000000000000001,-0.8752282960290204,22,808.16,-5.013765919584586,Decrease Price,Low Volume
21418,STARFISH SOAP DISH,3.488076923076923,3.3136730769230764,-0.1744038461538464,-5.000000000000008,-0.6012389229218266,25,189.75,-5.024858988158032,Decrease Price,Low Volume
21738,COSY SLIPPER SHOES SMALL  RED ,3.3052000000000006,3.1399400000000006,-0.16525999999999996,-4.999999999999998,-0.2455904829481088,21,150.48000000000002,-5.05836720287703,Decrease Price,Low Volume
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,3.297241379310345,3.1323793103448274,-0.16486206896551758,-5.00000000000001,-0.233532138292325,29,131.81,-5.084592752142968,Decrease Price,Low Volume
22883,NUMBER TILE VINTAGE FONT 4,3.294375,3.12965625,-0.16471875000000002,-5.000000000000001,-0.6966410553045999,32,191.48,-5.086463602463766,Decrease Price,Low Volume
22047,EMPIRE GIFT WRAP,0.417962962962963,0.3970648148148148,-0.020898148148148166,-5.0000000000000036,-0.9292628387706362,106,1394.5,-5.088632165974033,Decrease Price,Medium Volume
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,3.711739130434783,3.5261521739130437,-0.1855869565217394,-5.000000000000006,-0.6401391393592607,22,253.53000000000003,-5.129706922040459,Decrease Price,Low Volume
22886,NUMBER TILE VINTAGE FONT 7,2.8828,2.73866,-0.14414000000000016,-5.000000000000005,-0.5922833500959702,25,146.43,-5.190623062016231,Decrease Price,Low Volume
22885,NUMBER TILE VINTAGE FONT 6 ,3.097142857142857,2.942285714285714,-0.1548571428571428,-4.999999999999999,-0.6564925142746536,28,172.78,-5.192886535088306,Decrease Price,Low Volume
21698,MOCK LOBSTER FRIDGE MAGNET,1.0622222222222222,1.009111111111111,-0.05311111111111111,-5.0,-0.6687975781153801,45,164.17,-5.296359006643296,Decrease Price,Low Volume
21518,BANK ACCOUNT  GREETING  CARD ,0.4752631578947368,0.4514999999999999,-0.023763157894736875,-5.000000000000008,-0.2967066262534952,38,132.44,-5.354864873858537,Decrease Price,Low Volume
21372,MIRRORED WALL ART TABLE LAMP,1.9772727272727275,1.8784090909090911,-0.09886363636363638,-5.0,-0.2821243640219311,33,107.75,-5.361253482049252,Decrease Price,Low Volume
79191B,RETRO PLASTIC POLKA TRAY,0.929,0.8825500000000001,-0.04644999999999999,-4.999999999999999,-0.2774992469546063,30,138.29999999999998,-5.37389568431669,Decrease Price,Low Volume
72130,COLUMBIAN CANDLE ROUND,0.7432142857142857,0.7060535714285714,-0.037160714285714325,-5.000000000000005,-0.3201380313397708,27,133.34,-5.378916542019461,Decrease Price,Low Volume
